Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,timestamp,cpu,memory,disk,latency,requests,errors,cpu_lag_1,cpu_lag_5,cpu_lag_15,cpu_roll_mean_60,cpu_roll_std_60,errors_roll_5_mean,mem_roll_mean_30,synthetic_failure,hours_to_failure
192.168.1.102-192.168.1.108-48997-54451-6,192.168.1.108,54451,192.168.1.102,48997,6,15/04/2025 03:10:24 PM,5727,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.2229788720098,5727.0,0.0,5727.0,5727.0,0.0,0.0,0.0,0.0,0.0,5727.0,5727.0,0.0,5727.0,5727.0,0,0,0,0,0,44,0.0,349.2229788720098,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-10-09 03:00:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.103-192.168.1.108-57702-54451-6,192.168.1.108,54451,192.168.1.103,57702,6,15/04/2025 03:12:00 PM,20469,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.70873027505009,20469.0,0.0,20469.0,20469.0,0.0,0.0,0.0,0.0,0.0,20469.0,20469.0,0.0,20469.0,20469.0,0,0,0,0,0,44,0.0,97.70873027505009,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-05-04 17:59:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.1-192.168.1.108-18728-58094-6,192.168.1.108,58094,192.168.1.1,18728,6,15/04/2025 02:57:20 PM,4422,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.2840343735866,4422.0,0.0,4422.0,4422.0,0.0,0.0,0.0,0.0,0.0,4422.0,4422.0,0.0,4422.0,4422.0,0,0,0,0,0,44,0.0,452.2840343735866,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-10-20 09:59:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.101-192.168.1.108-37651-54451-6,192.168.1.108,54451,192.168.1.101,37651,6,15/04/2025 03:10:20 PM,7895,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.32488917036105,7895.0,0.0,7895.0,7895.0,0.0,0.0,0.0,0.0,0.0,7895.0,7895.0,0.0,7895.0,7895.0,0,0,0,0,0,44,0.0,253.32488917036105,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-05-02 06:06:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.102-192.168.1.108-8883-34965-6,192.168.1.108,34965,192.168.1.102,8883,6,17/04/2025 03:44:29 PM,48924788,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1226372202164677,9784957.6,16504366.679630617,38103098.0,3836.0,10795359.0,10795359.0,0.0,10795359.0,10795359.0,48924788.0,16308262.666666666,19635505.80682966,38106934.0,8322.0,0,0,0,0,80,100,0.0408790734054892,0.0817581468109785,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,6079.0,3172.081020402852,8322.0,3836.0,24447310.5,19312199.88738498,38103098.0,10791523.0,Initial access,2024-12-30 12:17:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.102-192.168.1.108-45689-54451-6,192.168.1.108,54451,192.168.1.102,45689,6,15/04/2025 03:10:39 PM,12164,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.4195988161789,12164.0,0.0,12164.0,12164.0,0.0,0.0,0.0,0.0,0.0,12164.0,12164.0,0.0,12164.0,12164.0,0,0,0,0,0,44,0.0,164.4195988161789,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-09-03 15:48:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.103-192.168.1.108-11477-54451-6,192.168.1.108,54451,192.168.1.103,11477,6,15/04/2025 03:09:52 PM,10628,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.1821603312006,10628.0,0.0,10628.0,10628.0,0.0,0.0,0.0,0.0,0.0,10628.0,10628.0,0.0,10628.0,10628.0,0,0,0,0,0,44,0.0,188.1821603312006,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-10-19 14:09:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.103-192.168.1.104-22-50854-6,192.168.1.103,22,192.168.1.104,50854,6,23/04/2025 11:33:43 AM,3593,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.6379070414696,3593.0,0.0,3593.0,3593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,278.3189535207348,278.3189535207348,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,555,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exfiltration,2024-11-13 19:32:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.101-192.168.1.108-1883-58543-6,192.168.1.101,1883,192.168.1.108,58543,6,17/04/2025 03:40:27 PM,0,2,1,9.0,0.0,5.0,4.0,4.5,0.7071067811865476,0.0,0.0,0.0,0.0,82165.16684982642,83333.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,0.0,0.0,0.0,5.0,2.25,2.6299556396765835,6.916666666666667,0,0,0,0,1,0,0,0,0.0,3.0,4.5,0.0,0,0,0,0,0,0,2,9,1,0,-1,509,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Initial access,2024-12-06 11:56:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.102-192.168.1.108-18411-54451-6,192.168.1.108,54451,192.168.1.102,18411,6,15/04/2025 03:10:49 PM,37477,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.366064519572,37477.0,0.0,37477.0,37477.0,0.0,0.0,0.0,0.0,0.0,37477.0,37477.0,0.0,37477.0,37477.0,0,0,0,0,0,44,0.0,53.366064519572,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-08-16 03:35:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.103-192.168.1.108-10617-54451-6,192.168.1.108,54451,192.168.1.103,10617,6,15/04/2025 03:09:03 PM,15559,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.54296548621377,15559.0,0.0,15559.0,15559.0,0.0,0.0,0.0,0.0,0.0,15559.0,15559.0,0.0,15559.0,15559.0,0,0,0,0,0,44,0.0,128.54296548621377,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-10-11 08:16:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.102-192.168.1.108-8883-60419-6,192.168.1.108,60419,192.168.1.102,8883,6,17/04/2025 03:53:50 PM,14123,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.61297174821215,14123.0,0.0,14123.0,14123.0,0.0,0.0,0.0,0.0,0.0,14123.0,14123.0,0.0,14123.0,14123.0,0,0,0,0,0,60,0.0,141.61297174821215,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Initial access,2025-01-14 19:21:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.103-192.168.1.108-1883-41927-6,192.168.1.108,41927,192.168.1.103,1883,6,17/04/2025 03:46:09 PM,39380,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.787201625190455,39380.0,0.0,39380.0,39380.0,0.0,0.0,0.0,0.0,0.0,39380.0,39380.0,0.0,39380.0,39380.0,0,0,0,0,0,60,0.0,50.787201625190455,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Initial access,2025-01-15 17:01:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.101-192.168.1.108-1883-36769-6,192.168.1.101,1883,192.168.1.108,36769,6,17/04/2025 03:49:14 PM,758,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3957.78364116095,379.0,302.64170234784234,593.0,165.0,0.0,0.0,0.0,0.0,0.0,758.0,379.0,302.64170234784234,593.0,165.0,0,0,0,0,0,60,0.0,3957.78364116095,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Initial access,2025-01-01 16:39:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.101-192.168.1.108-31633-54451-6,192.168.1.108,54451,192.168.1.101,31633,6,15/04/2025 03:11:22 PM,16720,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.61722488038278,16720.0,0.0,16720.0,16720.0,0.0,0.0,0.0,0.0,0.0,16720.0,16720.0,0.0,16720.0,16720.0,0,0,0,0,0,44,0.0,119.61722488038278,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-08-10 08:33:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.1-192.168.1.108-56316-54451-6,192.168.1.108,54451,192.168.1.1,56316,6,15/04/2025 03:09:35 PM,10053,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.94558838157764,10053.0,0.0,10053.0,10053.0,0.0,0.0,0.0,0.0,0.0,10053.0,10053.0,0.0,10053.0,10053.0,0,0,0,0,0,44,0.0,198.94558838157764,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-03-25 23:04:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.102-192.168.1.108-22482-35843-6,192.168.1.108,35843,192.168.1.102,22482,6,15/04/2025 01:46:29 PM,5682,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.98873636043646,5682.0,0.0,5682.0,5682.0,0.0,0.0,0.0,0.0,0.0,5682.0,5682.0,0.0,5682.0,5682.0,0,0,0,0,0,44,0.0,351.98873636043646,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-08-13 01:00:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.1-192.168.1.108-63525-58094-6,192.168.1.108,58094,192.168.1.1,63525,6,15/04/2025 02:57:58 PM,1283,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558.846453624318,1283.0,0.0,1283.0,1283.0,0.0,0.0,0.0,0.0,0.0,1283.0,1283.0,0.0,1283.0,1283.0,0,0,0,0,0,44,0.0,1558.846453624318,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-10-28 07:20:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.1-192.168.1.108-2608-35488-6,192.168.1.108,35488,192.168.1.1,2608,6,15/04/2025 02:59:34 PM,2942,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.8096532970768,2942.0,0.0,2942.0,2942.0,0.0,0.0,0.0,0.0,0.0,2942.0,2942.0,0.0,2942.0,2942.0,0,0,0,0,0,44,0.0,679.8096532970768,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-04-08 13:27:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.1-192.168.1.108-63429-58094-6,192.168.1.108,58094,192.168.1.1,63429,6,15/04/2025 02:57:30 PM,9225,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.80216802168025,9225.0,0.0,9225.0,9225.0,0.0,0.0,0.0,0.0,0.0,9225.0,9225.0,0.0,9225.0,9225.0,0,0,0,0,0,44,0.0,216.80216802168025,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-05-19 04:22:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.101-192.168.1.108-57736-54451-6,192.168.1.108,54451,192.168.1.101,57736,6,15/04/2025 03:09:53 PM,17268,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.82117211026176,17268.0,0.0,17268.0,17268.0,0.0,0.0,0.0,0.0,0.0,17268.0,17268.0,0.0,17268.0,17268.0,0,0,0,0,0,44,0.0,115.82117211026176,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-08-26 05:32:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.1-192.168.1.108-58767-58094-6,192.168.1.108,58094,192.168.1.1,58767,6,15/04/2025 02:57:38 PM,42208,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.38438210765732,42208.0,0.0,42208.0,42208.0,0.0,0.0,0.0,0.0,0.0,42208.0,42208.0,0.0,42208.0,42208.0,0,0,0,0,0,44,0.0,47.38438210765732,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-05-18 13:00:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.101-192.168.1.108-32626-54451-6,192.168.1.108,54451,192.168.1.101,32626,6,15/04/2025 03:10:15 PM,39773,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.28536947175219,39773.0,0.0,39773.0,39773.0,0.0,0.0,0.0,0.0,0.0,39773.0,39773.0,0.0,39773.0,39773.0,0,0,0,0,0,44,0.0,50.28536947175219,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-05-08 06:28:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.1-192.168.1.108-4006-33212-6,192.168.1.108,33212,192.168.1.1,4006,6,15/04/2025 02:41:16 PM,6317,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.6059838530948,6317.0,0.0,6317.0,6317.0,0.0,0.0,0.0,0.0,0.0,6317.0,6317.0,0.0,6317.0,6317.0,0,0,0,0,0,44,0.0,316.6059838530948,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-09-28 18:59:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.103-192.168.1.108-25962-54451-6,192.168.1.108,54451,192.168.1.103,25962,6,15/04/2025 03:10:20 PM,7899,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.196607165464,7899.0,0.0,7899.0,7899.0,0.0,0.0,0.0,0.0,0.0,7899.0,7899.0,0.0,7899.0,7899.0,0,0,0,0,0,44,0.0,253.196607165464,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-10-23 03:45:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.103-192.168.1.108-1883-41335-6,192.168.1.108,41335,192.168.1.103,1883,6,17/04/2025 03:48:34 PM,5026180,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7958330183160969,1675393.3333333335,2872893.6024058275,4992725.0,15946.0,0.0,0.0,0.0,0.0,0.0,5026180.0,2513090.0,3531494.9119986,5010234.0,15946.0,0,0,0,0,40,80,0.1989582545790242,0.5968747637370727,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,3,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Initial access,2024-12-26 20:13:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.102-192.168.1.108-43591-54451-6,192.168.1.108,54451,192.168.1.102,43591,6,15/04/2025 03:10:54 PM,39182,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.043846664284615,39182.0,0.0,39182.0,39182.0,0.0,0.0,0.0,0.0,0.0,39182.0,39182.0,0.0,39182.0,39182.0,0,0,0,0,0,44,0.0,51.043846664284615,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-08-24 12:13:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.101-192.168.1.108-25969-35843-6,192.168.1.108,35843,192.168.1.101,25969,6,15/04/2025 01:46:21 PM,12363,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.773032435493,12363.0,0.0,12363.0,12363.0,0.0,0.0,0.0,0.0,0.0,12363.0,12363.0,0.0,12363.0,12363.0,0,0,0,0,0,44,0.0,161.773032435493,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-10-24 21:46:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.101-192.168.1.108-51717-54451-6,192.168.1.108,54451,192.168.1.101,51717,6,15/04/2025 03:10:19 PM,53217,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.58197568446173,53217.0,0.0,53217.0,53217.0,0.0,0.0,0.0,0.0,0.0,53217.0,53217.0,0.0,53217.0,53217.0,0,0,0,0,0,44,0.0,37.58197568446173,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-10-22 10:54:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.103-192.168.1.108-60148-54451-6,192.168.1.108,54451,192.168.1.103,60148,6,15/04/2025 03:10:08 PM,13837,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.5400014454,13837.0,0.0,13837.0,13837.0,0.0,0.0,0.0,0.0,0.0,13837.0,13837.0,0.0,13837.0,13837.0,0,0,0,0,0,44,0.0,144.5400014454,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-08-04 08:53:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
192.168.1.101-192.168.1.108-15275-54451-6,192.168.1.108,54451,192.168.1.101,15275,6,15/04/2025 03:10:16 PM,7925,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.36593059936908,7925.0,0.0,7925.0,7925.0,0.0,0.0,0.0,0.0,0.0,7925.0,7925.0,0.0,7925.0,7925.0,0,0,0,0,0,44,0.0,252.36593059936908,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance,2025-07-12 01:40:05.875473,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.016666666666666666
